call_id,gold_actual,A_N2_pred,A_N5_pred,unlock,shift,short,is_infopoor,layer
J16_S004054,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004058,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004078,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004109,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004146,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004188,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004208,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004209,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S004220,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004231,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J16_S004244,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S004247,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004252,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J16_S004266,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004270,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004283,서비스이용,불만제기,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004286,교환반품,불만제기,배송확인,False,True,False,False,정보충분
J16_S004338,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004347,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004409,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J16_S004447,서비스이용,배송확인,주문취소,False,True,False,False,정보충분
J16_S004453,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J16_S004465,서비스이용,구매진행,배송확인,False,True,False,False,정보충분
J16_S004511,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004614,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004636,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004661,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004673,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004741,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004772,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004773,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004787,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004796,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004813,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004830,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J16_S004837,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J16_S004883,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004892,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004895,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S004897,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S004932,서비스이용,주문취소,구매진행,False,True,False,False,정보충분
J16_S004940,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S004956,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J16_S005013,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005027,주문취소,구매진행,교환반품,False,True,False,False,정보충분
J16_S005066,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005131,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S005158,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005171,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J16_S005183,서비스이용,교환반품,교환반품,False,False,False,False,정보충분
J16_S005212,서비스이용,불만제기,구매진행,False,True,False,False,정보충분
J16_S005220,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J16_S005232,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J16_S005257,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005282,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005334,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S005396,서비스이용,배송확인,주문취소,False,True,False,False,정보충분
J16_S005397,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005415,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005486,서비스이용,배송확인,주문취소,False,True,False,False,정보충분
J16_S005502,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005511,서비스이용,환불요청,환불요청,False,False,True,False,정보충분
J16_S005513,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005538,구매진행,불만제기,환불요청,False,True,True,True,정보부족(infopoor)
J16_S005565,서비스이용,교환반품,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005602,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S005605,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005611,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005620,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S005741,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J16_S005752,서비스이용,주문취소,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005762,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S005763,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005786,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005836,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005866,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005883,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S005967,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S005990,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S005993,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006014,서비스이용,환불요청,환불요청,False,False,True,False,정보충분
J16_S006039,서비스이용,주문취소,주문취소,False,False,False,False,정보충분
J16_S006060,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006066,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S006071,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S006080,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J16_S006096,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S006234,서비스이용,배송확인,구매진행,False,True,True,True,정보부족(infopoor)
J16_S006236,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S006258,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S006265,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S006358,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006400,서비스이용,주문취소,배송확인,False,True,False,False,정보충분
J16_S006431,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006469,서비스이용,구매진행,배송확인,False,True,True,True,정보부족(infopoor)
J16_S006480,서비스이용,불만제기,불만제기,False,False,True,False,정보충분
J16_S006503,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006520,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006553,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J16_S006602,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006624,서비스이용,불만제기,배송확인,False,True,True,True,정보부족(infopoor)
J16_S006637,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S006673,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006683,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006725,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006732,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006749,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006759,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J16_S006762,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006770,서비스이용,주문취소,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006779,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006780,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J16_S006831,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006838,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006876,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J16_S006885,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006913,주문취소,배송확인,배송확인,False,False,False,False,정보충분
J16_S006914,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J16_S006940,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S000021,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S000045,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J17_S000083,서비스이용,교환반품,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S000122,서비스이용,주문취소,주문취소,False,False,False,False,정보충분
J17_S000162,서비스이용,구매진행,주문취소,False,True,False,False,정보충분
J17_S000210,구매진행,배송확인,구매진행,True,True,False,True,정보부족(infopoor)
J17_S000310,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S000313,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S000320,서비스이용,주문취소,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000324,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000328,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S000333,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000341,서비스이용,환불요청,구매진행,False,True,True,True,정보부족(infopoor)
J17_S000342,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000372,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J17_S000406,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000482,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000527,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S000529,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S000557,서비스이용,불만제기,불만제기,False,False,True,False,정보충분
J17_S000649,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S000695,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000714,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S000749,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000756,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J17_S000761,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S000815,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000836,서비스이용,불만제기,배송확인,False,True,True,True,정보부족(infopoor)
J17_S000844,서비스이용,환불요청,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S000865,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S000919,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S000929,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S000935,주문취소,서비스이용,환불요청,False,True,False,False,정보충분
J17_S000984,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S000992,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001021,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001085,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001149,서비스이용,주문취소,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001150,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001177,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001203,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J17_S001212,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001214,서비스이용,배송확인,환불요청,False,True,False,False,정보충분
J17_S001237,서비스이용,구매진행,환불요청,False,True,True,True,정보부족(infopoor)
J17_S001268,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001271,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001349,서비스이용,구매진행,주문취소,False,True,False,False,정보충분
J17_S001404,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S001408,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001426,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001441,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001452,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001456,서비스이용,환불요청,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S001459,서비스이용,불만제기,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S001488,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001516,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J17_S001517,서비스이용,불만제기,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S001520,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J17_S001573,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001581,주문취소,서비스이용,환불요청,False,True,True,True,정보부족(infopoor)
J17_S001633,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001646,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001647,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J17_S001676,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S001719,서비스이용,환불요청,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S001780,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S001783,서비스이용,환불요청,불만제기,False,True,True,True,정보부족(infopoor)
J17_S001794,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J17_S001820,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S001824,서비스이용,배송확인,환불요청,False,True,False,False,정보충분
J17_S001827,서비스이용,환불요청,배송확인,False,True,False,False,정보충분
J17_S001923,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J17_S001956,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S001962,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S001986,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S002015,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S002017,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J17_S002022,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S002037,서비스이용,배송확인,불만제기,False,True,True,True,정보부족(infopoor)
J17_S002042,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J17_S002110,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S002125,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S002127,서비스이용,교환반품,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S002237,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J17_S002249,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J17_S002289,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S002306,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J17_S002319,구매진행,주문취소,구매진행,True,True,False,True,정보부족(infopoor)
J17_S002324,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J17_S002336,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J17_S002360,서비스이용,배송확인,서비스이용,True,True,True,True,정보부족(infopoor)
J17_S002418,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J17_S002427,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J17_S002444,서비스이용,불만제기,서비스이용,True,True,True,True,정보부족(infopoor)
